layer,target_module,matrix_shape,aggregate_update_frobenius_norm,mean_profile_update_frobenius_norm,profile_kernel_effective_rank,kernel_top_eigenvalue_fraction
25,k_proj,1024x4096,9.369823916926244,1.4515278479135283,19.702670748694384,0.15272188848440438
25,o_proj,4096x4096,18.289576688828024,2.804622443823028,19.08094117931927,0.15780003657041097
25,q_proj,4096x4096,15.611785255582163,2.418149623300144,19.68354355528375,0.15147348268650151
25,up_proj,14336x4096,36.68028330598317,5.763031093607427,21.100870847320095,0.12332914704993982
25,v_proj,1024x4096,9.195761649782217,1.4453251031450558,20.95020928789933,0.12226651343391293
26,down_proj,4096x14336,30.700734663934114,4.658408189255809,18.86901510755533,0.1404516779848572
26,gate_proj,14336x4096,45.16577939960462,7.148287331784101,21.72987262393251,0.11557856291565402
26,k_proj,1024x4096,9.407417770970207,1.4302961491518644,18.589123709221138,0.15968874706803088
26,o_proj,4096x4096,19.22947281343498,2.9210635877734856,18.51608539712601,0.15800677705131916
26,q_proj,4096x4096,17.41318752386906,2.6841475254719516,19.56807483534799,0.14906391934954236
26,up_proj,14336x4096,37.099709793581496,5.816459222599626,20.92440145457918,0.1263951688460446
26,v_proj,1024x4096,9.333022835777193,1.463355148906096,20.558801351974388,0.12691338547399544
27,down_proj,4096x14336,29.958204861663848,4.5620969018079105,19.06958073779393,0.14168933732365768
27,gate_proj,14336x4096,43.08870993510869,6.743952085277131,20.82145176588153,0.12314847878220715
27,k_proj,1024x4096,9.49945250585607,1.4642803932979322,19.449801685934894,0.1522322703172459
27,o_proj,4096x4096,19.787160900833207,3.024111796240563,19.011188844030343,0.14373324127302886
27,q_proj,4096x4096,17.60715742129473,2.7256150311029756,19.81705831075019,0.143212097352686
27,up_proj,14336x4096,37.25159581477588,5.850830819580274,21.042774612588282,0.12468434876269165
27,v_proj,1024x4096,9.703724746148366,1.5221546652870876,20.745109482382304,0.12979066098760508
28,down_proj,4096x14336,28.99950110149194,4.41498791134262,19.093344270809474,0.14143847027867115
28,gate_proj,14336x4096,44.25724704798707,6.978777505146757,21.388862623885657,0.12407232270695927
28,k_proj,1024x4096,8.984464828933618,1.378672479538841,19.17316377266191,0.15581438148549784
28,o_proj,4096x4096,18.518939990445972,2.848326692758665,19.366900009973694,0.14268485313651244
28,q_proj,4096x4096,16.44998905893878,2.5474529173025147,19.75989232171259,0.15320698993829884
28,up_proj,14336x4096,37.56735465300488,5.906366815909671,21.08383331548076,0.1262598633078588
28,v_proj,1024x4096,8.624338958023687,1.3444484734095097,20.27823132307472,0.1365900907187439
29,down_proj,4096x14336,27.145089045206355,4.1621015944795605,19.403134901915926,0.14358314429606683
29,gate_proj,14336x4096,44.58943495961973,7.037163470935795,21.477117866746642,0.12343095088420873
29,k_proj,1024x4096,10.544685415214053,1.6497905803163304,20.6241206421205,0.13085408253528774
29,o_proj,4096x4096,18.615192668036773,2.874622951237429,19.669885601749442,0.1378311071666234
29,q_proj,4096x4096,15.204840258267177,2.3742934606469968,20.417650809064167,0.13601836288428967
29,up_proj,14336x4096,37.47911213630665,5.929416594210268,21.518710823053503,0.12372231296536794
29,v_proj,1024x4096,9.801011060104887,1.53958423566211,20.816872926880986,0.12339968227447895
30,down_proj,4096x14336,26.236313639412252,4.061528997731603,19.854852591450282,0.13331595282383288
30,gate_proj,14336x4096,43.08702191071559,6.820728763064306,21.665536668436026,0.12056420019841531
30,k_proj,1024x4096,9.332181091530737,1.4297177319372705,19.09562142240284,0.14695002748378586
