representation,prompt_group,pooling_rule,layer,transformation,interaction_order,energy
activation,naturalistic_behavioral,mean_tokens,24,raw,2,2.8127668719661476
activation,naturalistic_behavioral,mean_tokens,24,raw,3,2.742332063751043
activation,naturalistic_behavioral,mean_tokens,24,raw,4,1.200349033923618
activation,naturalistic_behavioral,mean_tokens,24,raw,5,0.2324773817005572
activation,naturalistic_behavioral,mean_tokens,24,unit_norm,0,0.0040755207640372736
activation,naturalistic_behavioral,mean_tokens,24,unit_norm,1,0.180363286345655
activation,naturalistic_behavioral,mean_tokens,24,unit_norm,2,0.32392783231626887
activation,naturalistic_behavioral,mean_tokens,24,unit_norm,3,0.321689386063817
activation,naturalistic_behavioral,mean_tokens,24,unit_norm,4,0.1431018107191734
activation,naturalistic_behavioral,mean_tokens,24,unit_norm,5,0.026842163791048604
activation,naturalistic_behavioral,mean_tokens,25,common_pc1_removed,0,5.153993092911225e-33
activation,naturalistic_behavioral,mean_tokens,25,common_pc1_removed,1,1.5089695263854503
activation,naturalistic_behavioral,mean_tokens,25,common_pc1_removed,2,2.954115069724916
activation,naturalistic_behavioral,mean_tokens,25,common_pc1_removed,3,2.8628255411845505
activation,naturalistic_behavioral,mean_tokens,25,common_pc1_removed,4,1.2667118960832724
activation,naturalistic_behavioral,mean_tokens,25,common_pc1_removed,5,0.24583496896962936
activation,naturalistic_behavioral,mean_tokens,25,exposure_residualized,0,2.7114142842925996e-27
activation,naturalistic_behavioral,mean_tokens,25,exposure_residualized,1,1.1728232051137037
activation,naturalistic_behavioral,mean_tokens,25,exposure_residualized,2,2.6901032441385726
activation,naturalistic_behavioral,mean_tokens,25,exposure_residualized,3,2.6012347178565367
activation,naturalistic_behavioral,mean_tokens,25,exposure_residualized,4,1.1985784148205385
activation,naturalistic_behavioral,mean_tokens,25,exposure_residualized,5,0.2261071344957334
activation,naturalistic_behavioral,mean_tokens,25,profile_centered,0,0.0
activation,naturalistic_behavioral,mean_tokens,25,profile_centered,1,1.912787575792219
activation,naturalistic_behavioral,mean_tokens,25,profile_centered,2,3.401408856744689
activation,naturalistic_behavioral,mean_tokens,25,profile_centered,3,3.3196698131155236
activation,naturalistic_behavioral,mean_tokens,25,profile_centered,4,1.4581916091919969
activation,naturalistic_behavioral,mean_tokens,25,profile_centered,5,0.2779848521575945
activation,naturalistic_behavioral,mean_tokens,25,raw,0,47.490694979669655
activation,naturalistic_behavioral,mean_tokens,25,raw,1,1.912787575792219
activation,naturalistic_behavioral,mean_tokens,25,raw,2,3.401408856744689
activation,naturalistic_behavioral,mean_tokens,25,raw,3,3.3196698131155236
activation,naturalistic_behavioral,mean_tokens,25,raw,4,1.4581916091919969
activation,naturalistic_behavioral,mean_tokens,25,raw,5,0.2779848521575945
activation,naturalistic_behavioral,mean_tokens,25,unit_norm,0,0.003939907949614325
activation,naturalistic_behavioral,mean_tokens,25,unit_norm,1,0.18031052081373675
activation,naturalistic_behavioral,mean_tokens,25,unit_norm,2,0.3238921181628479
activation,naturalistic_behavioral,mean_tokens,25,unit_norm,3,0.32215069386953776
activation,naturalistic_behavioral,mean_tokens,25,unit_norm,4,0.1431734134777387
activation,naturalistic_behavioral,mean_tokens,25,unit_norm,5,0.02653334572652439
activation,naturalistic_behavioral,mean_tokens,26,common_pc1_removed,0,5.044759212773421e-32
activation,naturalistic_behavioral,mean_tokens,26,common_pc1_removed,1,1.8638720911088242
activation,naturalistic_behavioral,mean_tokens,26,common_pc1_removed,2,3.6789954406948198
activation,naturalistic_behavioral,mean_tokens,26,common_pc1_removed,3,3.5573868196632565
activation,naturalistic_behavioral,mean_tokens,26,common_pc1_removed,4,1.5906449924355979
activation,naturalistic_behavioral,mean_tokens,26,common_pc1_removed,5,0.3059489736667491
activation,naturalistic_behavioral,mean_tokens,26,exposure_residualized,0,3.260346164632314e-27
activation,naturalistic_behavioral,mean_tokens,26,exposure_residualized,1,1.4516519191698594
activation,naturalistic_behavioral,mean_tokens,26,exposure_residualized,2,3.343269869992245
activation,naturalistic_behavioral,mean_tokens,26,exposure_residualized,3,3.2233202938505117
activation,naturalistic_behavioral,mean_tokens,26,exposure_residualized,4,1.4924421942836186
activation,naturalistic_behavioral,mean_tokens,26,exposure_residualized,5,0.2770724337319444
activation,naturalistic_behavioral,mean_tokens,26,profile_centered,0,0.0
activation,naturalistic_behavioral,mean_tokens,26,profile_centered,1,2.347450686527492
activation,naturalistic_behavioral,mean_tokens,26,profile_centered,2,4.203931639173618
activation,naturalistic_behavioral,mean_tokens,26,profile_centered,3,4.080107071246267
activation,naturalistic_behavioral,mean_tokens,26,profile_centered,4,1.8051771792803997
activation,naturalistic_behavioral,mean_tokens,26,profile_centered,5,0.3399238047025812
activation,naturalistic_behavioral,mean_tokens,26,raw,0,56.22203045206021
activation,naturalistic_behavioral,mean_tokens,26,raw,1,2.347450686527492
activation,naturalistic_behavioral,mean_tokens,26,raw,2,4.203931639173618
activation,naturalistic_behavioral,mean_tokens,26,raw,3,4.080107071246267
activation,naturalistic_behavioral,mean_tokens,26,raw,4,1.8051771792803997
activation,naturalistic_behavioral,mean_tokens,26,raw,5,0.3399238047025812
activation,naturalistic_behavioral,mean_tokens,26,unit_norm,0,0.0036151169332205822
activation,naturalistic_behavioral,mean_tokens,26,unit_norm,1,0.17995418725970552
activation,naturalistic_behavioral,mean_tokens,26,unit_norm,2,0.3250254405257524
activation,naturalistic_behavioral,mean_tokens,26,unit_norm,3,0.32142875111182706
activation,naturalistic_behavioral,mean_tokens,26,unit_norm,4,0.1435351161818849
activation,naturalistic_behavioral,mean_tokens,26,unit_norm,5,0.026441387987609526
activation,naturalistic_behavioral,mean_tokens,27,common_pc1_removed,0,6.092578039058188e-32
activation,naturalistic_behavioral,mean_tokens,27,common_pc1_removed,1,2.2911032042922925
activation,naturalistic_behavioral,mean_tokens,27,common_pc1_removed,2,4.575908959717053
activation,naturalistic_behavioral,mean_tokens,27,common_pc1_removed,3,4.395138971322064
activation,naturalistic_behavioral,mean_tokens,27,common_pc1_removed,4,1.983266045671828
activation,naturalistic_behavioral,mean_tokens,27,common_pc1_removed,5,0.37776591365119633
activation,naturalistic_behavioral,mean_tokens,27,exposure_residualized,0,3.941875444329972e-27
activation,naturalistic_behavioral,mean_tokens,27,exposure_residualized,1,1.7838120148739616
activation,naturalistic_behavioral,mean_tokens,27,exposure_residualized,2,4.154171126760591
activation,naturalistic_behavioral,mean_tokens,27,exposure_residualized,3,3.966460909549552
activation,naturalistic_behavioral,mean_tokens,27,exposure_residualized,4,1.8499225919652278
activation,naturalistic_behavioral,mean_tokens,27,exposure_residualized,5,0.3440642569536142
activation,naturalistic_behavioral,mean_tokens,27,profile_centered,0,0.0
activation,naturalistic_behavioral,mean_tokens,27,profile_centered,1,2.859297015270211
activation,naturalistic_behavioral,mean_tokens,27,profile_centered,2,5.191941952079047
activation,naturalistic_behavioral,mean_tokens,27,profile_centered,3,5.021217115315577
activation,naturalistic_behavioral,mean_tokens,27,profile_centered,4,2.230466202864109
activation,naturalistic_behavioral,mean_tokens,27,profile_centered,5,0.4177841156599057
activation,naturalistic_behavioral,mean_tokens,27,raw,0,67.75363729450986
activation,naturalistic_behavioral,mean_tokens,27,raw,1,2.859297015270211
activation,naturalistic_behavioral,mean_tokens,27,raw,2,5.191941952079047
activation,naturalistic_behavioral,mean_tokens,27,raw,3,5.021217115315577
activation,naturalistic_behavioral,mean_tokens,27,raw,4,2.230466202864109
activation,naturalistic_behavioral,mean_tokens,27,raw,5,0.4177841156599057
activation,naturalistic_behavioral,mean_tokens,27,unit_norm,0,0.0034342747199184714
activation,naturalistic_behavioral,mean_tokens,27,unit_norm,1,0.17836560481312333
activation,naturalistic_behavioral,mean_tokens,27,unit_norm,2,0.32592694186372023
activation,naturalistic_behavioral,mean_tokens,27,unit_norm,3,0.3220231742908081
activation,naturalistic_behavioral,mean_tokens,27,unit_norm,4,0.143796902126616
activation,naturalistic_behavioral,mean_tokens,27,unit_norm,5,0.02645310218581396
activation,naturalistic_behavioral,mean_tokens,28,common_pc1_removed,0,3.708584020548753e-32
activation,naturalistic_behavioral,mean_tokens,28,common_pc1_removed,1,2.8519140052589376
activation,naturalistic_behavioral,mean_tokens,28,common_pc1_removed,2,5.782315716413508
activation,naturalistic_behavioral,mean_tokens,28,common_pc1_removed,3,5.520948386879926
activation,naturalistic_behavioral,mean_tokens,28,common_pc1_removed,4,2.509397806712064
activation,naturalistic_behavioral,mean_tokens,28,common_pc1_removed,5,0.4725760884429163
activation,naturalistic_behavioral,mean_tokens,28,exposure_residualized,0,4.6318958222602886e-27
activation,naturalistic_behavioral,mean_tokens,28,exposure_residualized,1,2.2371976013013737
activation,naturalistic_behavioral,mean_tokens,28,exposure_residualized,2,5.244854697957242
activation,naturalistic_behavioral,mean_tokens,28,exposure_residualized,3,4.962016290974226
activation,naturalistic_behavioral,mean_tokens,28,exposure_residualized,4,2.319231133364948
activation,naturalistic_behavioral,mean_tokens,28,exposure_residualized,5,0.42906887483712497
activation,naturalistic_behavioral,mean_tokens,28,profile_centered,0,0.0
activation,naturalistic_behavioral,mean_tokens,28,profile_centered,1,3.5404668876546435
activation,naturalistic_behavioral,mean_tokens,28,profile_centered,2,6.462837619288976
activation,naturalistic_behavioral,mean_tokens,28,profile_centered,3,6.218707888779939
activation,naturalistic_behavioral,mean_tokens,28,profile_centered,4,2.775341171012623
activation,naturalistic_behavioral,mean_tokens,28,profile_centered,5,0.5162485772090555
activation,naturalistic_behavioral,mean_tokens,28,raw,0,75.05677929381503
activation,naturalistic_behavioral,mean_tokens,28,raw,1,3.5404668876546435
activation,naturalistic_behavioral,mean_tokens,28,raw,2,6.462837619288976
activation,naturalistic_behavioral,mean_tokens,28,raw,3,6.218707888779939
activation,naturalistic_behavioral,mean_tokens,28,raw,4,2.775341171012623
activation,naturalistic_behavioral,mean_tokens,28,raw,5,0.5162485772090555
activation,naturalistic_behavioral,mean_tokens,28,unit_norm,0,0.003040609885100823
activation,naturalistic_behavioral,mean_tokens,28,unit_norm,1,0.17859719092963822
activation,naturalistic_behavioral,mean_tokens,28,unit_norm,2,0.3269409023703487
activation,naturalistic_behavioral,mean_tokens,28,unit_norm,3,0.3213455368829677
activation,naturalistic_behavioral,mean_tokens,28,unit_norm,4,0.14365121954388937
activation,naturalistic_behavioral,mean_tokens,28,unit_norm,5,0.026424540388055383
activation,naturalistic_behavioral,mean_tokens,29,common_pc1_removed,0,1.088862405646245e-30
activation,naturalistic_behavioral,mean_tokens,29,common_pc1_removed,1,4.1213637048906575
activation,naturalistic_behavioral,mean_tokens,29,common_pc1_removed,2,8.364681861163172
activation,naturalistic_behavioral,mean_tokens,29,common_pc1_removed,3,8.03964777907689
activation,naturalistic_behavioral,mean_tokens,29,common_pc1_removed,4,3.674307018058965
activation,naturalistic_behavioral,mean_tokens,29,common_pc1_removed,5,0.6904885002487119
activation,naturalistic_behavioral,mean_tokens,29,exposure_residualized,0,6.549073705795612e-27
activation,naturalistic_behavioral,mean_tokens,29,exposure_residualized,1,3.2811139657562673
activation,naturalistic_behavioral,mean_tokens,29,exposure_residualized,2,7.606614476606215
activation,naturalistic_behavioral,mean_tokens,29,exposure_residualized,3,7.187083447753396
activation,naturalistic_behavioral,mean_tokens,29,exposure_residualized,4,3.356375769004961
activation,naturalistic_behavioral,mean_tokens,29,exposure_residualized,5,0.6277070441608763
activation,naturalistic_behavioral,mean_tokens,29,profile_centered,0,0.0
activation,naturalistic_behavioral,mean_tokens,29,profile_centered,1,5.182605777147071
activation,naturalistic_behavioral,mean_tokens,29,profile_centered,2,9.315978570859201
activation,naturalistic_behavioral,mean_tokens,29,profile_centered,3,8.929390442308062
activation,naturalistic_behavioral,mean_tokens,29,profile_centered,4,4.014389421060452
activation,naturalistic_behavioral,mean_tokens,29,profile_centered,5,0.7494509310707267
activation,naturalistic_behavioral,mean_tokens,29,raw,0,100.23747185442053
activation,naturalistic_behavioral,mean_tokens,29,raw,1,5.182605777147071
activation,naturalistic_behavioral,mean_tokens,29,raw,2,9.315978570859201
activation,naturalistic_behavioral,mean_tokens,29,raw,3,8.929390442308062
activation,naturalistic_behavioral,mean_tokens,29,raw,4,4.014389421060452
activation,naturalistic_behavioral,mean_tokens,29,raw,5,0.7494509310707267
activation,naturalistic_behavioral,mean_tokens,29,unit_norm,0,0.0027710034625279393
activation,naturalistic_behavioral,mean_tokens,29,unit_norm,1,0.1816471804838079
activation,naturalistic_behavioral,mean_tokens,29,unit_norm,2,0.3265067990375509
activation,naturalistic_behavioral,mean_tokens,29,unit_norm,3,0.3189399627864378
activation,naturalistic_behavioral,mean_tokens,29,unit_norm,4,0.14347462373447234
activation,naturalistic_behavioral,mean_tokens,29,unit_norm,5,0.02666043049520301
activation,naturalistic_behavioral,mean_tokens,30,common_pc1_removed,0,3.2302121289806225e-31
activation,naturalistic_behavioral,mean_tokens,30,common_pc1_removed,1,6.7630276164013665
activation,naturalistic_behavioral,mean_tokens,30,common_pc1_removed,2,13.58525921037463
activation,naturalistic_behavioral,mean_tokens,30,common_pc1_removed,3,13.292722296366058
activation,naturalistic_behavioral,mean_tokens,30,common_pc1_removed,4,6.235407126247512
activation,naturalistic_behavioral,mean_tokens,30,common_pc1_removed,5,1.1614872077716045
activation,naturalistic_behavioral,mean_tokens,30,exposure_residualized,0,9.897008587594836e-27
activation,naturalistic_behavioral,mean_tokens,30,exposure_residualized,1,5.452214545702229
activation,naturalistic_behavioral,mean_tokens,30,exposure_residualized,2,12.379425171632569
activation,naturalistic_behavioral,mean_tokens,30,exposure_residualized,3,11.693590908026145
activation,naturalistic_behavioral,mean_tokens,30,exposure_residualized,4,5.5910614461870916
activation,naturalistic_behavioral,mean_tokens,30,exposure_residualized,5,1.028230016846953
activation,naturalistic_behavioral,mean_tokens,30,profile_centered,0,0.0
activation,naturalistic_behavioral,mean_tokens,30,profile_centered,1,9.099874907731355
activation,naturalistic_behavioral,mean_tokens,30,profile_centered,2,15.288029636983474
activation,naturalistic_behavioral,mean_tokens,30,profile_centered,3,14.540699635107691
activation,naturalistic_behavioral,mean_tokens,30,profile_centered,4,6.630748211153566
activation,naturalistic_behavioral,mean_tokens,30,profile_centered,5,1.2260838687312394
activation,naturalistic_behavioral,mean_tokens,30,raw,0,175.22202127997664
activation,naturalistic_behavioral,mean_tokens,30,raw,1,9.099874907731355
activation,naturalistic_behavioral,mean_tokens,30,raw,2,15.288029636983474
activation,naturalistic_behavioral,mean_tokens,30,raw,3,14.540699635107691
activation,naturalistic_behavioral,mean_tokens,30,raw,4,6.630748211153566
activation,naturalistic_behavioral,mean_tokens,30,raw,5,1.2260838687312394
activation,naturalistic_behavioral,mean_tokens,30,unit_norm,0,0.0030077959928411285
activation,naturalistic_behavioral,mean_tokens,30,unit_norm,1,0.19069201970661703
activation,naturalistic_behavioral,mean_tokens,30,unit_norm,2,0.322878485895883
activation,naturalistic_behavioral,mean_tokens,30,unit_norm,3,0.31273058924813485
activation,naturalistic_behavioral,mean_tokens,30,unit_norm,4,0.14415005876207848
activation,naturalistic_behavioral,mean_tokens,30,unit_norm,5,0.026541050394445487
activation,naturalistic_behavioral,mean_tokens,31,common_pc1_removed,0,6.509524465288494e-32
activation,naturalistic_behavioral,mean_tokens,31,common_pc1_removed,1,18.667322554759842
activation,naturalistic_behavioral,mean_tokens,31,common_pc1_removed,2,38.876200655745535
activation,naturalistic_behavioral,mean_tokens,31,common_pc1_removed,3,37.65474504819576
activation,naturalistic_behavioral,mean_tokens,31,common_pc1_removed,4,17.13507559268775
activation,naturalistic_behavioral,mean_tokens,31,common_pc1_removed,5,2.977188365732781
activation,naturalistic_behavioral,mean_tokens,31,exposure_residualized,0,2.8820839302771953e-26
activation,naturalistic_behavioral,mean_tokens,31,exposure_residualized,1,15.460278617371984
activation,naturalistic_behavioral,mean_tokens,31,exposure_residualized,2,35.06646922534429
activation,naturalistic_behavioral,mean_tokens,31,exposure_residualized,3,33.60690582002745
activation,naturalistic_behavioral,mean_tokens,31,exposure_residualized,4,15.01620160004281
activation,naturalistic_behavioral,mean_tokens,31,exposure_residualized,5,2.5713805466453095
activation,naturalistic_behavioral,mean_tokens,31,profile_centered,0,0.0
activation,naturalistic_behavioral,mean_tokens,31,profile_centered,1,30.754722512605888
activation,naturalistic_behavioral,mean_tokens,31,profile_centered,2,46.61321425614507
activation,naturalistic_behavioral,mean_tokens,31,profile_centered,3,40.81279790607184
activation,naturalistic_behavioral,mean_tokens,31,profile_centered,4,18.062617495741307
activation,naturalistic_behavioral,mean_tokens,31,profile_centered,5,3.146059068202657
activation,naturalistic_behavioral,mean_tokens,31,raw,0,685.5934039640453
activation,naturalistic_behavioral,mean_tokens,31,raw,1,30.754722512605888
activation,naturalistic_behavioral,mean_tokens,31,raw,2,46.61321425614507
activation,naturalistic_behavioral,mean_tokens,31,raw,3,40.81279790607184
activation,naturalistic_behavioral,mean_tokens,31,raw,4,18.062617495741307
activation,naturalistic_behavioral,mean_tokens,31,raw,5,3.146059068202657
activation,naturalistic_behavioral,mean_tokens,31,unit_norm,0,0.004222831830315511
activation,naturalistic_behavioral,mean_tokens,31,unit_norm,1,0.21045309567034023
activation,naturalistic_behavioral,mean_tokens,31,unit_norm,2,0.33094245706773984
activation,naturalistic_behavioral,mean_tokens,31,unit_norm,3,0.2960004973340242
activation,naturalistic_behavioral,mean_tokens,31,unit_norm,4,0.13457873349958763
activation,naturalistic_behavioral,mean_tokens,31,unit_norm,5,0.023802384597992464
activation,neutral_controls,final_token,0,common_pc1_removed,0,2.0460770906517617e-35
activation,neutral_controls,final_token,0,common_pc1_removed,1,0.0005753399606861574
activation,neutral_controls,final_token,0,common_pc1_removed,2,0.0011717969362454882
activation,neutral_controls,final_token,0,common_pc1_removed,3,0.0012241924695727013
activation,neutral_controls,final_token,0,common_pc1_removed,4,0.0005993809775971365
activation,neutral_controls,final_token,0,common_pc1_removed,5,0.00012286071217743747
activation,neutral_controls,final_token,0,exposure_residualized,0,1.0797793554799843e-30
activation,neutral_controls,final_token,0,exposure_residualized,1,0.00047520549746685664
activation,neutral_controls,final_token,0,exposure_residualized,2,0.0011086856571673822
activation,neutral_controls,final_token,0,exposure_residualized,3,0.0011415464969730153
activation,neutral_controls,final_token,0,exposure_residualized,4,0.0005959558031005134
activation,neutral_controls,final_token,0,exposure_residualized,5,0.00012106039613176058
activation,neutral_controls,final_token,0,profile_centered,0,0.0
activation,neutral_controls,final_token,0,profile_centered,1,0.0008198030507097585
activation,neutral_controls,final_token,0,profile_centered,2,0.0013611371980363442
activation,neutral_controls,final_token,0,profile_centered,3,0.0013213586040767128
activation,neutral_controls,final_token,0,profile_centered,4,0.0006231094507469318
activation,neutral_controls,final_token,0,profile_centered,5,0.0001235074821999318
activation,neutral_controls,final_token,0,raw,0,0.005217653928360046
activation,neutral_controls,final_token,0,raw,1,0.0008198030507097585
activation,neutral_controls,final_token,0,raw,2,0.0013611371980363442
activation,neutral_controls,final_token,0,raw,3,0.0013213586040767128
activation,neutral_controls,final_token,0,raw,4,0.0006231094507469318
activation,neutral_controls,final_token,0,raw,5,0.0001235074821999318
activation,neutral_controls,final_token,0,unit_norm,0,0.00126782911386938
activation,neutral_controls,final_token,0,unit_norm,1,0.19233016492149757
activation,neutral_controls,final_token,0,unit_norm,2,0.3233436395315987
activation,neutral_controls,final_token,0,unit_norm,3,0.307693637102041
activation,neutral_controls,final_token,0,unit_norm,4,0.1460623770236545
activation,neutral_controls,final_token,0,unit_norm,5,0.02930235230733886
activation,neutral_controls,final_token,1,common_pc1_removed,0,6.19678563882051e-35
activation,neutral_controls,final_token,1,common_pc1_removed,1,0.0018393017858677042
activation,neutral_controls,final_token,1,common_pc1_removed,2,0.003722309029454939
activation,neutral_controls,final_token,1,common_pc1_removed,3,0.003850964442579874
activation,neutral_controls,final_token,1,common_pc1_removed,4,0.0018474955427856268
activation,neutral_controls,final_token,1,common_pc1_removed,5,0.00038615283882495834
activation,neutral_controls,final_token,1,exposure_residualized,0,3.103523286107957e-30
activation,neutral_controls,final_token,1,exposure_residualized,1,0.001545641019248729
activation,neutral_controls,final_token,1,exposure_residualized,2,0.0034641186310803893
activation,neutral_controls,final_token,1,exposure_residualized,3,0.0035729107561704113
activation,neutral_controls,final_token,1,exposure_residualized,4,0.0018340885677873078
activation,neutral_controls,final_token,1,exposure_residualized,5,0.0003743656616413463
activation,neutral_controls,final_token,1,profile_centered,0,0.0
activation,neutral_controls,final_token,1,profile_centered,1,0.0029251816651885195
activation,neutral_controls,final_token,1,profile_centered,2,0.0044806165567431696
activation,neutral_controls,final_token,1,profile_centered,3,0.00402413908779225
activation,neutral_controls,final_token,1,profile_centered,4,0.001946582503421336
activation,neutral_controls,final_token,1,profile_centered,5,0.00038621435809603987
activation,neutral_controls,final_token,1,raw,0,0.0237014774223704
activation,neutral_controls,final_token,1,raw,1,0.0029251816651885195
activation,neutral_controls,final_token,1,raw,2,0.0044806165567431696
activation,neutral_controls,final_token,1,raw,3,0.00402413908779225
activation,neutral_controls,final_token,1,raw,4,0.001946582503421336
activation,neutral_controls,final_token,1,raw,5,0.00038621435809603987
activation,neutral_controls,final_token,1,unit_norm,0,0.0005264178853572974
activation,neutral_controls,final_token,1,unit_norm,1,0.20556175915564673
activation,neutral_controls,final_token,1,unit_norm,2,0.32678712973184265
activation,neutral_controls,final_token,1,unit_norm,3,0.2955966492975457
activation,neutral_controls,final_token,1,unit_norm,4,0.14290802597372398
activation,neutral_controls,final_token,1,unit_norm,5,0.02862001795588375
activation,neutral_controls,final_token,2,common_pc1_removed,0,2.0258844784804226e-35
activation,neutral_controls,final_token,2,common_pc1_removed,1,0.004910950677252647
activation,neutral_controls,final_token,2,common_pc1_removed,2,0.00987036859377967
activation,neutral_controls,final_token,2,common_pc1_removed,3,0.010150266830944586
activation,neutral_controls,final_token,2,common_pc1_removed,4,0.004932939189841573
activation,neutral_controls,final_token,2,common_pc1_removed,5,0.001001051052670925
activation,neutral_controls,final_token,2,exposure_residualized,0,6.817251173304877e-30
activation,neutral_controls,final_token,2,exposure_residualized,1,0.0040453258688870185
activation,neutral_controls,final_token,2,exposure_residualized,2,0.009322185757172231
activation,neutral_controls,final_token,2,exposure_residualized,3,0.00937547398296726
activation,neutral_controls,final_token,2,exposure_residualized,4,0.00481735351519114
activation,neutral_controls,final_token,2,exposure_residualized,5,0.0009566144250538878
activation,neutral_controls,final_token,2,profile_centered,0,0.0
activation,neutral_controls,final_token,2,profile_centered,1,0.008068251575566735
activation,neutral_controls,final_token,2,profile_centered,2,0.011794530421452917
activation,neutral_controls,final_token,2,profile_centered,3,0.01059541977643415
activation,neutral_controls,final_token,2,profile_centered,4,0.0051609559667981815
activation,neutral_controls,final_token,2,profile_centered,5,0.001006345907524854
activation,neutral_controls,final_token,2,raw,0,0.08283690693917053
activation,neutral_controls,final_token,2,raw,1,0.008068251575566735
activation,neutral_controls,final_token,2,raw,2,0.011794530421452917
activation,neutral_controls,final_token,2,raw,3,0.01059541977643415
activation,neutral_controls,final_token,2,raw,4,0.0051609559667981815
activation,neutral_controls,final_token,2,raw,5,0.001006345907524854
activation,neutral_controls,final_token,2,unit_norm,0,0.00044151956872644736
activation,neutral_controls,final_token,2,unit_norm,1,0.21062097093254598
activation,neutral_controls,final_token,2,unit_norm,2,0.3198401293827539
activation,neutral_controls,final_token,2,unit_norm,3,0.2954577853114575
activation,neutral_controls,final_token,2,unit_norm,4,0.145203108513499
activation,neutral_controls,final_token,2,unit_norm,5,0.028436486291017218
activation,neutral_controls,final_token,3,common_pc1_removed,0,4.771616275271882e-34
activation,neutral_controls,final_token,3,common_pc1_removed,1,0.012248726569406258
activation,neutral_controls,final_token,3,common_pc1_removed,2,0.02445777947094105
activation,neutral_controls,final_token,3,common_pc1_removed,3,0.024372568686589605
activation,neutral_controls,final_token,3,common_pc1_removed,4,0.012286759598840541
activation,neutral_controls,final_token,3,common_pc1_removed,5,0.0022637456164604037
activation,neutral_controls,final_token,3,exposure_residualized,0,1.8377212180485298e-29
activation,neutral_controls,final_token,3,exposure_residualized,1,0.010223297973613358
activation,neutral_controls,final_token,3,exposure_residualized,2,0.02337407227354826
activation,neutral_controls,final_token,3,exposure_residualized,3,0.022884291691339296
activation,neutral_controls,final_token,3,exposure_residualized,4,0.011846592062384231
activation,neutral_controls,final_token,3,exposure_residualized,5,0.0020973127007813523
activation,neutral_controls,final_token,3,profile_centered,0,0.0
activation,neutral_controls,final_token,3,profile_centered,1,0.021409553093236743
activation,neutral_controls,final_token,3,profile_centered,2,0.030643523374484966
activation,neutral_controls,final_token,3,profile_centered,3,0.026311376359862644
activation,neutral_controls,final_token,3,profile_centered,4,0.012820001140514403
activation,neutral_controls,final_token,3,profile_centered,5,0.0022637831361173926
activation,neutral_controls,final_token,3,raw,0,0.29189827171458615
activation,neutral_controls,final_token,3,raw,1,0.021409553093236743
activation,neutral_controls,final_token,3,raw,2,0.030643523374484966
activation,neutral_controls,final_token,3,raw,3,0.026311376359862644
activation,neutral_controls,final_token,3,raw,4,0.012820001140514403
activation,neutral_controls,final_token,3,raw,5,0.0022637831361173926
activation,neutral_controls,final_token,3,unit_norm,0,0.0011882581359264027
activation,neutral_controls,final_token,3,unit_norm,1,0.21290070002615233
activation,neutral_controls,final_token,3,unit_norm,2,0.32291454818318904
activation,neutral_controls,final_token,3,unit_norm,3,0.29066859076398804
activation,neutral_controls,final_token,3,unit_norm,4,0.14621538302388393
activation,neutral_controls,final_token,3,unit_norm,5,0.026112519866860175
activation,neutral_controls,final_token,4,common_pc1_removed,0,9.877053530605532e-34
activation,neutral_controls,final_token,4,common_pc1_removed,1,0.023871649209716437
activation,neutral_controls,final_token,4,common_pc1_removed,2,0.048111540139860624
activation,neutral_controls,final_token,4,common_pc1_removed,3,0.04721109089597883
activation,neutral_controls,final_token,4,common_pc1_removed,4,0.024833155849094242
activation,neutral_controls,final_token,4,common_pc1_removed,5,0.004546153980267567
activation,neutral_controls,final_token,4,exposure_residualized,0,3.6831353536257934e-29
activation,neutral_controls,final_token,4,exposure_residualized,1,0.020257889542176128
activation,neutral_controls,final_token,4,exposure_residualized,2,0.0454738429950106
activation,neutral_controls,final_token,4,exposure_residualized,3,0.04427983763378454
activation,neutral_controls,final_token,4,exposure_residualized,4,0.024336983547507768
activation,neutral_controls,final_token,4,exposure_residualized,5,0.004353088982050472
activation,neutral_controls,final_token,4,profile_centered,0,0.0
activation,neutral_controls,final_token,4,profile_centered,1,0.04023541368393141
activation,neutral_controls,final_token,4,profile_centered,2,0.05977732306073314
activation,neutral_controls,final_token,4,profile_centered,3,0.05214288471016813
activation,neutral_controls,final_token,4,profile_centered,4,0.02564762470442211
activation,neutral_controls,final_token,4,profile_centered,5,0.004552804447210592
activation,neutral_controls,final_token,4,raw,0,0.6046678106756689
activation,neutral_controls,final_token,4,raw,1,0.04023541368393141
activation,neutral_controls,final_token,4,raw,2,0.05977732306073314
activation,neutral_controls,final_token,4,raw,3,0.05214288471016813
activation,neutral_controls,final_token,4,raw,4,0.02564762470442211
activation,neutral_controls,final_token,4,raw,5,0.004552804447210592
activation,neutral_controls,final_token,4,unit_norm,0,0.001012529830757403
activation,neutral_controls,final_token,4,unit_norm,1,0.20763728201449297
activation,neutral_controls,final_token,4,unit_norm,2,0.32207235925444866
activation,neutral_controls,final_token,4,unit_norm,3,0.29278483223554463
activation,neutral_controls,final_token,4,unit_norm,4,0.14964608130260404
activation,neutral_controls,final_token,4,unit_norm,5,0.026846915362152078
activation,neutral_controls,final_token,5,common_pc1_removed,0,1.0452533558177182e-33
activation,neutral_controls,final_token,5,common_pc1_removed,1,0.03539597397656883
activation,neutral_controls,final_token,5,common_pc1_removed,2,0.07206722874173524
